age_s,dmarried_s,empl_06,salary_06,profit_06,days_06,hours_06,contract_06,dformal_06,educ_s,city,age_lb,dmarried_lb,empl_04,salary_04,profit_04,days_04,hours_04,contract_04,dformal_04,educ_lb,select,pempl_06,pempl_04,dcontinue,codigo_ecap,codigo_curs,dwomen,p_selecap
21.0,0.0,1.0,195000.0,0.0,15.0,70.0,0.0,0.0,11.0,3.0,20.0,0.0,1.0,160000.0,0.0,20.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,56.0,13210005.0,0.0,0.75
20.0,0.0,1.0,408000.0,0.0,30.0,48.0,0.0,1.0,11.0,3.0,19.0,0.0,1.0,340000.0,0.0,24.0,60.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,56.0,13140015.0,1.0,0.75
20.0,1.0,1.0,250000.0,0.0,26.0,36.0,0.0,1.0,11.0,3.0,18.0,1.0,1.0,240000.0,0.0,30.0,36.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,56.0,13120005.0,1.0,0.75
25.0,0.0,1.0,408000.0,0.0,20.0,50.0,0.0,0.0,11.0,3.0,23.0,0.0,1.0,0.0,226000.0,16.0,32.0,0.0,0.0,8.0,selected,1.0,0.0,1.0,56.0,83740020.0,0.0,0.75
22.0,0.0,1.0,0.0,5000.0,30.0,72.0,0.0,0.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75
22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,56.0,93510030.0,1.0,0.75
26.0,1.0,1.0,200000.0,0.0,24.0,72.0,0.0,0.0,6.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,selected,1.0,0.0,1.0,56.0,66210010.0,1.0,0.75
22.0,0.0,1.0,381500.0,0.0,26.0,48.0,0.0,0.0,11.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,selected,1.0,0.0,1.0,56.0,76140010.0,0.0,0.75
22.0,1.0,1.0,600000.0,0.0,20.0,40.0,1.0,1.0,11.0,3.0,20.0,0.0,1.0,400000.0,0.0,30.0,70.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,56.0,13210005.0,0.0,0.75
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,56.0,13210005.0,1.0,0.75
26.0,0.0,1.0,250000.0,0.0,24.0,48.0,0.0,0.0,7.0,3.0,24.0,1.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,6.0,selected,1.0,0.0,1.0,56.0,66110005.0,1.0,0.75
26.0,0.0,1.0,408000.0,0.0,25.0,48.0,1.0,1.0,11.0,3.0,25.0,0.0,1.0,0.0,150000.0,30.0,54.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,56.0,83740020.0,0.0,0.75
26.0,0.0,1.0,100000.0,0.0,26.0,72.0,0.0,0.0,11.0,3.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,56.0,93510030.0,1.0,0.75
24.0,0.0,1.0,150000.0,0.0,24.0,60.0,0.0,0.0,2.0,3.0,22.0,0.0,1.0,130000.0,0.0,24.0,66.0,0.0,0.0,2.0,control,1.0,1.0,1.0,56.0,76140010.0,1.0,0.75
24.0,0.0,1.0,408000.0,0.0,30.0,63.0,0.0,1.0,9.0,3.0,23.0,0.0,1.0,400000.0,0.0,29.0,70.0,0.0,0.0,9.0,control,1.0,1.0,1.0,56.0,66110005.0,1.0,0.75
26.0,0.0,1.0,140000.0,0.0,24.0,60.0,0.0,0.0,5.0,3.0,25.0,0.0,1.0,360000.0,0.0,24.0,50.0,0.0,0.0,5.0,control,1.0,1.0,1.0,56.0,66210010.0,1.0,0.75
24.0,0.0,1.0,408000.0,0.0,25.0,48.0,0.0,1.0,11.0,3.0,22.0,0.0,1.0,250000.0,0.0,24.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,56.0,13210005.0,1.0,0.75
21.0,0.0,1.0,0.0,0.0,30.0,48.0,1.0,1.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,56.0,66120020.0,0.0,0.75
24.0,1.0,1.0,381500.0,0.0,30.0,48.0,0.0,0.0,6.0,3.0,22.0,1.0,1.0,70000.0,0.0,30.0,70.0,0.0,0.0,6.0,selected,1.0,1.0,1.0,56.0,93510030.0,1.0,0.75
24.0,1.0,1.0,450000.0,0.0,26.0,92.0,0.0,1.0,11.0,3.0,23.0,1.0,1.0,280000.0,0.0,24.0,50.0,0.0,0.0,11.0,control,1.0,1.0,1.0,56.0,66120020.0,0.0,0.75
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,23.0,1.0,1.0,70000.0,0.0,15.0,90.0,0.0,0.0,8.0,selected,0.0,1.0,1.0,56.0,84430005.0,1.0,0.75
20.0,0.0,1.0,250000.0,0.0,20.0,60.0,0.0,0.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,56.0,73330105.0,1.0,0.75
23.0,1.0,1.0,408000.0,0.0,26.0,48.0,1.0,1.0,11.0,3.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,56.0,13120005.0,1.0,0.75
21.0,0.0,1.0,408000.0,0.0,30.0,50.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,350000.0,0.0,30.0,56.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,56.0,66120020.0,0.0,0.75
22.0,0.0,1.0,300000.0,0.0,28.0,77.0,0.0,0.0,9.0,3.0,21.0,1.0,1.0,120000.0,0.0,30.0,45.0,0.0,0.0,8.0,selected,1.0,1.0,1.0,56.0,66110005.0,1.0,0.75
23.0,1.0,1.0,250000.0,0.0,6.0,24.0,0.0,0.0,11.0,3.0,22.0,1.0,1.0,0.0,100000.0,30.0,42.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,56.0,66120020.0,1.0,0.75
23.0,1.0,1.0,200000.0,0.0,30.0,56.0,0.0,0.0,11.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,56.0,66120020.0,1.0,0.75
23.0,1.0,1.0,250000.0,0.0,26.0,89.0,0.0,0.0,6.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,control,1.0,0.0,1.0,56.0,66210010.0,1.0,0.75
25.0,0.0,1.0,0.0,50000.0,20.0,20.0,0.0,0.0,11.0,3.0,24.0,0.0,1.0,0.0,500000.0,20.0,20.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,56.0,66110005.0,1.0,0.75
26.0,1.0,1.0,320000.0,0.0,24.0,84.0,0.0,0.0,9.0,3.0,25.0,0.0,1.0,358000.0,0.0,24.0,48.0,0.0,0.0,7.0,selected,1.0,1.0,1.0,56.0,73330105.0,1.0,0.75
23.0,0.0,1.0,160000.0,0.0,24.0,30.0,0.0,0.0,10.0,3.0,21.0,0.0,1.0,0.0,375000.0,30.0,14.0,0.0,0.0,7.0,control,1.0,0.0,1.0,56.0,84430005.0,1.0,0.75
22.0,1.0,1.0,0.0,100000.0,20.0,40.0,0.0,0.0,11.0,3.0,21.0,1.0,1.0,0.0,450000.0,24.0,36.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,57.0,63240035.0,1.0,0.7692308
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,0.0,1.0,200000.0,0.0,30.0,77.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,57.0,63240035.0,0.0,0.7692308
19.0,0.0,1.0,100000.0,0.0,26.0,24.0,0.0,0.0,11.0,3.0,18.0,0.0,1.0,0.0,0.0,30.0,49.0,0.0,0.0,10.0,control,1.0,0.0,1.0,57.0,63240035.0,1.0,0.7692308
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,57.0,63240035.0,1.0,0.7692308
27.0,1.0,1.0,550000.0,0.0,24.0,48.0,1.0,1.0,11.0,3.0,26.0,1.0,1.0,381500.0,0.0,24.0,48.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,57.0,63240035.0,1.0,0.7692308
25.0,0.0,1.0,0.0,0.0,30.0,48.0,0.0,0.0,11.0,3.0,23.0,0.0,1.0,0.0,300000.0,30.0,70.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,58.0,13710005.0,1.0,0.7522124
23.0,0.0,1.0,250000.0,0.0,24.0,78.0,0.0,0.0,9.0,3.0,22.0,0.0,1.0,120000.0,0.0,24.0,72.0,0.0,0.0,10.0,control,1.0,1.0,1.0,58.0,63110220.0,1.0,0.7522124
20.0,0.0,1.0,145000.0,0.0,26.0,48.0,0.0,1.0,9.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,58.0,63110220.0,1.0,0.7522124
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,19.0,0.0,1.0,455000.0,0.0,24.0,70.0,0.0,0.0,9.0,selected,0.0,1.0,1.0,58.0,13710005.0,0.0,0.7522124
22.0,0.0,1.0,0.0,50000.0,26.0,60.0,0.0,0.0,11.0,3.0,20.0,0.0,1.0,250000.0,0.0,30.0,56.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,58.0,13710005.0,1.0,0.7522124
21.0,1.0,1.0,0.0,300000.0,24.0,60.0,0.0,0.0,8.0,3.0,20.0,1.0,1.0,150000.0,0.0,30.0,70.0,0.0,0.0,9.0,selected,0.0,1.0,1.0,58.0,63110220.0,1.0,0.7522124
20.0,0.0,1.0,460000.0,0.0,30.0,45.0,1.0,1.0,11.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,58.0,13710005.0,0.0,0.7522124
21.0,0.0,1.0,250000.0,0.0,26.0,48.0,0.0,0.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,58.0,13710005.0,0.0,0.7522124
22.0,1.0,1.0,0.0,70000.0,26.0,30.0,0.0,0.0,5.0,3.0,24.0,1.0,1.0,0.0,192000.0,24.0,42.0,0.0,0.0,6.0,selected,0.0,0.0,1.0,58.0,63110220.0,0.0,0.7522124
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,24.0,0.0,1.0,200000.0,0.0,27.0,84.0,1.0,0.0,11.0,selected,0.0,1.0,1.0,58.0,13710005.0,1.0,0.7522124
25.0,0.0,1.0,380000.0,0.0,30.0,84.0,0.0,0.0,9.0,3.0,23.0,0.0,1.0,358000.0,0.0,28.0,48.0,0.0,0.0,6.0,control,1.0,1.0,1.0,58.0,13710005.0,0.0,0.7522124
20.0,0.0,1.0,720000.0,0.0,30.0,112.0,0.0,1.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,58.0,63110220.0,1.0,0.7522124
23.0,0.0,1.0,408000.0,0.0,24.0,48.0,0.0,0.0,11.0,3.0,22.0,0.0,1.0,298000.0,0.0,24.0,36.0,1.0,1.0,11.0,selected,1.0,1.0,1.0,58.0,13710005.0,0.0,0.7522124
25.0,0.0,1.0,0.0,50000.0,20.0,30.0,0.0,0.0,11.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,58.0,13710005.0,1.0,0.7522124
21.0,0.0,1.0,381500.0,0.0,30.0,48.0,0.0,0.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,58.0,63110220.0,0.0,0.7522124
27.0,1.0,1.0,381500.0,0.0,30.0,80.0,0.0,1.0,8.0,3.0,25.0,1.0,1.0,220000.0,0.0,20.0,40.0,0.0,0.0,7.0,control,1.0,1.0,1.0,58.0,13710005.0,1.0,0.7522124
25.0,1.0,1.0,408000.0,0.0,30.0,84.0,1.0,1.0,10.0,3.0,24.0,1.0,1.0,381500.0,0.0,29.0,77.0,1.0,1.0,11.0,control,1.0,1.0,1.0,59.0,63240050.0,1.0,0.82539684
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,20.0,1.0,1.0,280000.0,0.0,28.0,91.0,0.0,0.0,11.0,control,0.0,1.0,1.0,59.0,63240050.0,1.0,0.82539684
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,59.0,63240050.0,1.0,0.82539684
24.0,0.0,1.0,0.0,160000.0,16.0,32.0,0.0,0.0,9.0,3.0,23.0,0.0,1.0,0.0,240000.0,24.0,36.0,0.0,0.0,9.0,selected,0.0,0.0,1.0,59.0,63240050.0,1.0,0.82539684
27.0,0.0,1.0,408000.0,0.0,30.0,40.0,1.0,1.0,11.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,59.0,63240050.0,0.0,0.82539684
22.0,0.0,1.0,381500.0,0.0,15.0,54.0,1.0,0.0,11.0,3.0,20.0,0.0,1.0,90000.0,0.0,24.0,48.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,59.0,63240050.0,1.0,0.82539684
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,1.0,1.0,60000.0,0.0,24.0,42.0,0.0,0.0,7.0,selected,0.0,1.0,1.0,60.0,23220010.0,1.0,0.0
19.0,0.0,1.0,150000.0,0.0,16.0,40.0,0.0,0.0,11.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,60.0,23220010.0,1.0,0.0
24.0,0.0,1.0,180000.0,0.0,12.0,40.0,0.0,0.0,9.0,3.0,23.0,0.0,1.0,0.0,200000.0,26.0,72.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,60.0,23220010.0,0.0,0.0
23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,21.0,0.0,1.0,200000.0,0.0,24.0,72.0,0.0,0.0,9.0,selected,0.0,1.0,1.0,60.0,23220010.0,1.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,62.0,13710005.0,0.0,0.0
25.0,0.0,1.0,408000.0,0.0,30.0,48.0,0.0,1.0,11.0,3.0,23.0,0.0,1.0,320000.0,0.0,24.0,62.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,13710025.0,0.0,0.0
26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,0.0,0.0,1.0,62.0,63240050.0,1.0,0.0
20.0,0.0,1.0,300000.0,0.0,24.0,60.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,240000.0,0.0,24.0,45.0,0.0,0.0,11.0,control,1.0,1.0,1.0,62.0,13710025.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,240000.0,0.0,30.0,50.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,62.0,13310015.0,1.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,23.0,0.0,1.0,60000.0,0.0,12.0,32.0,0.0,0.0,7.0,selected,0.0,1.0,1.0,62.0,13710005.0,0.0,0.0
20.0,0.0,1.0,140000.0,0.0,24.0,36.0,0.0,0.0,11.0,3.0,18.0,0.0,1.0,200000.0,0.0,24.0,48.0,0.0,0.0,11.0,control,1.0,1.0,1.0,62.0,13410130.0,1.0,0.0
23.0,0.0,1.0,280000.0,0.0,20.0,40.0,0.0,0.0,11.0,3.0,22.0,0.0,1.0,400000.0,0.0,24.0,60.0,0.0,0.0,11.0,control,1.0,1.0,1.0,62.0,13530010.0,1.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,20.0,0.0,1.0,400000.0,0.0,30.0,48.0,0.0,0.0,6.0,selected,0.0,1.0,1.0,62.0,13710005.0,0.0,0.0
23.0,1.0,1.0,400000.0,0.0,26.0,48.0,1.0,1.0,11.0,3.0,22.0,0.0,1.0,358000.0,0.0,30.0,80.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,13410130.0,1.0,0.0
22.0,1.0,1.0,400000.0,0.0,20.0,50.0,0.0,0.0,11.0,3.0,21.0,1.0,1.0,320000.0,0.0,24.0,48.0,0.0,0.0,7.0,control,1.0,1.0,1.0,62.0,93510005.0,1.0,0.0
20.0,0.0,1.0,600000.0,0.0,24.0,48.0,1.0,1.0,11.0,3.0,18.0,0.0,1.0,400000.0,0.0,24.0,60.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,13310015.0,0.0,0.0
24.0,1.0,1.0,230000.0,0.0,12.0,24.0,0.0,1.0,5.0,3.0,23.0,1.0,1.0,90000.0,0.0,24.0,24.0,0.0,0.0,6.0,control,1.0,1.0,1.0,62.0,93510005.0,1.0,0.0
21.0,0.0,1.0,408000.0,0.0,30.0,48.0,1.0,0.0,11.0,3.0,20.0,0.0,1.0,0.0,250000.0,15.0,58.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,62.0,13710025.0,0.0,0.0
20.0,0.0,1.0,408000.0,0.0,24.0,48.0,1.0,1.0,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,62.0,13710005.0,0.0,0.0
21.0,0.0,1.0,550000.0,0.0,30.0,72.0,0.0,0.0,11.0,3.0,20.0,1.0,1.0,0.0,0.0,20.0,17.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,62.0,13530010.0,1.0,0.0
21.0,0.0,1.0,408000.0,0.0,10.0,0.0,0.0,0.0,7.0,3.0,19.0,1.0,1.0,0.0,300000.0,30.0,60.0,0.0,0.0,7.0,control,1.0,0.0,1.0,62.0,13410130.0,1.0,0.0
20.0,0.0,1.0,400000.0,0.0,30.0,74.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,120000.0,0.0,24.0,70.0,0.0,0.0,11.0,control,1.0,1.0,1.0,62.0,13310015.0,1.0,0.0
23.0,0.0,1.0,300000.0,0.0,30.0,48.0,0.0,0.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,62.0,66410205.0,0.0,0.0
24.0,1.0,1.0,508000.0,0.0,7.0,56.0,1.0,1.0,11.0,3.0,23.0,0.0,1.0,200000.0,0.0,24.0,50.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,13710025.0,0.0,0.0
25.0,0.0,1.0,300000.0,0.0,24.0,50.0,0.0,0.0,9.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,control,1.0,0.0,1.0,62.0,13530010.0,1.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,control,0.0,0.0,1.0,62.0,13710025.0,0.0,0.0
25.0,0.0,1.0,408000.0,0.0,26.0,48.0,0.0,0.0,11.0,3.0,23.0,0.0,1.0,0.0,100000.0,24.0,54.0,0.0,0.0,10.0,selected,1.0,0.0,1.0,62.0,93510005.0,1.0,0.0
20.0,0.0,1.0,408000.0,0.0,28.0,48.0,1.0,1.0,11.0,3.0,18.0,0.0,1.0,0.0,180000.0,30.0,35.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,62.0,13710025.0,0.0,0.0
23.0,1.0,1.0,408000.0,0.0,24.0,60.0,1.0,1.0,5.0,3.0,22.0,1.0,1.0,300000.0,0.0,24.0,84.0,0.0,0.0,5.0,selected,1.0,1.0,1.0,62.0,13710005.0,0.0,0.0
26.0,0.0,1.0,200000.0,0.0,24.0,48.0,1.0,0.0,11.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,62.0,13410130.0,1.0,0.0
21.0,0.0,1.0,408000.0,0.0,25.0,40.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,200000.0,0.0,24.0,70.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,63240050.0,1.0,0.0
20.0,0.0,1.0,360000.0,0.0,16.0,48.0,1.0,1.0,9.0,3.0,18.0,0.0,1.0,0.0,60000.0,30.0,7.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,62.0,13410130.0,1.0,0.0
22.0,0.0,1.0,320000.0,0.0,30.0,77.0,0.0,0.0,11.0,3.0,21.0,0.0,1.0,80000.0,0.0,24.0,72.0,0.0,0.0,11.0,selected,1.0,1.0,1.0,62.0,93510005.0,1.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,0.0,1.0,30000.0,0.0,2.0,8.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,62.0,13310015.0,0.0,0.0
25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,control,0.0,0.0,1.0,62.0,93510005.0,1.0,0.0
23.0,0.0,1.0,460000.0,0.0,25.0,84.0,0.0,0.0,8.0,3.0,22.0,0.0,1.0,300000.0,0.0,24.0,78.0,0.0,0.0,9.0,selected,1.0,1.0,1.0,63.0,13530005.0,0.0,0.0
22.0,0.0,1.0,320000.0,0.0,7.0,73.0,0.0,0.0,11.0,3.0,21.0,0.0,1.0,360000.0,0.0,24.0,55.0,1.0,1.0,10.0,selected,1.0,1.0,1.0,63.0,63220220.0,0.0,0.0
26.0,1.0,1.0,150000.0,0.0,6.0,66.0,0.0,0.0,5.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,control,1.0,0.0,1.0,63.0,13530005.0,1.0,0.0
24.0,1.0,1.0,200000.0,0.0,25.0,40.0,0.0,0.0,11.0,3.0,22.0,1.0,1.0,100000.0,0.0,24.0,60.0,0.0,0.0,11.0,control,1.0,1.0,1.0,63.0,63220220.0,1.0,0.0
24.0,1.0,1.0,200000.0,0.0,30.0,60.0,0.0,0.0,9.0,3.0,22.0,1.0,1.0,200000.0,0.0,24.0,48.0,0.0,0.0,9.0,selected,1.0,1.0,1.0,63.0,13540015.0,1.0,0.0
25.0,0.0,1.0,240000.0,0.0,30.0,112.0,0.0,0.0,5.0,3.0,23.0,0.0,1.0,240000.0,0.0,24.0,84.0,0.0,0.0,5.0,control,1.0,1.0,1.0,63.0,13540015.0,1.0,0.0
26.0,0.0,1.0,400000.0,0.0,26.0,24.0,0.0,0.0,11.0,3.0,25.0,0.0,1.0,0.0,300000.0,20.0,32.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,63.0,13540015.0,0.0,0.0
22.0,0.0,1.0,408000.0,0.0,25.0,48.0,0.0,0.0,9.0,3.0,20.0,0.0,1.0,400000.0,0.0,24.0,54.0,0.0,0.0,9.0,selected,1.0,1.0,1.0,63.0,63220220.0,0.0,0.0
26.0,1.0,1.0,381500.0,0.0,24.0,48.0,1.0,1.0,6.0,3.0,25.0,1.0,1.0,0.0,300000.0,28.0,72.0,0.0,0.0,6.0,control,1.0,0.0,1.0,63.0,63220220.0,0.0,0.0
20.0,0.0,1.0,200000.0,0.0,30.0,60.0,0.0,0.0,11.0,3.0,19.0,0.0,1.0,0.0,0.0,12.0,24.0,0.0,0.0,7.0,selected,1.0,0.0,1.0,63.0,13540015.0,0.0,0.0
24.0,1.0,1.0,408000.0,0.0,30.0,50.0,0.0,0.0,9.0,3.0,22.0,1.0,1.0,502000.0,0.0,30.0,98.0,1.0,1.0,9.0,selected,1.0,1.0,1.0,63.0,13140010.0,0.0,0.0
27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,0.0,0.0,1.0,63.0,63220220.0,1.0,0.0
21.0,0.0,1.0,408000.0,0.0,30.0,56.0,1.0,1.0,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,63.0,13530005.0,1.0,0.0
22.0,0.0,1.0,408000.0,0.0,30.0,72.0,0.0,0.0,9.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,control,1.0,0.0,1.0,63.0,13140010.0,1.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,20.0,0.0,1.0,150000.0,0.0,30.0,28.0,0.0,0.0,11.0,selected,0.0,1.0,1.0,63.0,13530005.0,0.0,0.0
24.0,0.0,1.0,200000.0,0.0,24.0,72.0,0.0,0.0,4.0,3.0,23.0,0.0,1.0,0.0,0.0,26.0,78.0,0.0,0.0,4.0,control,1.0,0.0,1.0,63.0,13530005.0,1.0,0.0
22.0,1.0,1.0,80000.0,0.0,20.0,20.0,0.0,0.0,8.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,control,1.0,0.0,1.0,63.0,13530005.0,1.0,0.0
23.0,0.0,1.0,408000.0,0.0,30.0,48.0,0.0,0.0,11.0,3.0,22.0,0.0,1.0,0.0,600000.0,30.0,112.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,63.0,63220220.0,1.0,0.0
24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,selected,0.0,0.0,1.0,63.0,13540015.0,1.0,0.0
26.0,1.0,1.0,300000.0,0.0,20.0,40.0,0.0,0.0,11.0,3.0,24.0,1.0,1.0,0.0,0.0,30.0,56.0,0.0,0.0,11.0,control,1.0,0.0,1.0,63.0,63220220.0,1.0,0.0
25.0,0.0,1.0,250000.0,0.0,20.0,40.0,0.0,0.0,13.0,3.0,23.0,0.0,1.0,0.0,400000.0,30.0,72.0,0.0,0.0,11.0,selected,1.0,0.0,1.0,63.0,13530005.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,selected,0.0,0.0,1.0,63.0,63220220.0,0.0,0.0
26.0,1.0,1.0,400000.0,0.0,24.0,78.0,0.0,0.0,9.0,3.0,25.0,0.0,1.0,300000.0,0.0,30.0,77.0,1.0,1.0,7.0,control,1.0,1.0,1.0,63.0,13530005.0,0.0,0.0
